ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,Year,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,Unnamed: 0
32,Paris,French Open,2012-06-10,Grand Slam,Outdoor,Clay,The Final,5.0,Nadal R.,Djokovic N.,2,1,6.0,4.0,6.0,3.0,2.0,6.0,7.0,5.0,,,3.0,1.0,Completed,2012,,,,,,,,,1.25,4.33,,,1.25,3.65,1.27,4.36,10060.0,11800.0,,,1.29,4.0,1.29,4.0,1.31,4.36,1.27,3.79,
33,Halle,Gerry Weber Open,2012-06-17,ATP250,Outdoor,Grass,The Final,3.0,Haas T.,Federer R.,87,3,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,8.0,1.08,,,7.0,1.08,9.6,1.09,598.0,9310.0,,,7.0,1.08,7.0,1.1,9.6,1.11,7.13,1.09,
34,Queens Club,AEGON Championships,2012-06-17,ATP250,Outdoor,Grass,The Final,3.0,Cilic M.,Nalbandian D.,25,39,6.0,7.0,4.0,3.0,,,,,,,0.0,1.0,Disqualified,2012,,,,,,,,,1.8,2.0,,,1.85,1.9,1.74,2.26,1460.0,1015.0,,,1.8,2.0,1.8,2.0,1.88,2.26,1.79,1.99,
35,Eastbourne,AEGON International,2012-06-23,ATP250,Outdoor,Grass,The Final,3.0,Roddick A.,Seppi A.,33,26,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,2.1,1.72,,,2.08,1.7,2.08,1.85,1190.0,1285.0,,,1.91,1.8,2.2,1.67,2.2,1.89,2.05,1.74,
36,'s-Hertogenbosch,Unicef Open,2012-06-23,ATP250,Outdoor,Grass,The Final,3.0,Ferrer D.,Petzschner P.,6,145,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.16,5.0,,,1.17,4.54,1.21,5.25,5180.0,372.0,,,1.2,4.5,1.2,4.5,1.22,5.4,1.18,4.69,
37,London,Wimbledon,2012-07-08,Grand Slam,Outdoor,Grass,The Final,5.0,Federer R.,Murray A.,3,4,4.0,6.0,7.0,5.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,2012,,,,,,,,,1.5,2.75,,,1.45,2.7,1.5,2.89,9435.0,6980.0,,,1.5,2.75,1.5,2.75,1.51,3.04,1.45,2.76,
38,Bastad,SkiStar Swedish Open,2012-07-15,ATP250,Outdoor,Clay,The Final,3.0,Ferrer D.,Almagro N.,5,10,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.18,4.5,,,1.2,4.25,1.24,4.68,5430.0,2605.0,,,1.17,4.5,1.2,4.5,1.24,4.89,1.19,4.51,
39,Newport,Hall of Fame Championships,2012-07-15,ATP250,Outdoor,Grass,The Final,3.0,Isner J.,Hewitt L.,11,233,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.44,2.75,,,1.4,2.8,1.48,2.9,2520.0,200.0,,,1.44,2.62,1.4,2.88,1.5,2.9,1.44,2.73,
40,Stuttgart,Mercedes Cup,2012-07-15,ATP250,Outdoor,Clay,The Final,3.0,Tipsarevic J.,Monaco J.,8,14,6.0,4.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,2.37,1.57,,,2.35,1.55,2.49,1.62,3215.0,2130.0,,,2.25,1.57,2.25,1.62,2.6,1.62,2.36,1.57,
41,Umag,ATP Vegeta Croatia Open,2012-07-15,ATP250,Outdoor,Clay,The Final,3.0,Cilic M.,Granollers M.,15,24,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.25,4.0,,,1.25,3.75,1.27,4.26,1825.0,1530.0,,,1.22,4.0,1.22,4.0,1.3,4.3,1.25,3.82,
42,Atlanta,BB&T Atlanta Open,2012-07-22,ATP250,Outdoor,Hard,The Final,3.0,Roddick A.,Muller G.,27,63,1.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,1.25,4.0,,,1.25,3.63,1.25,4.55,1395.0,746.0,,,1.25,3.75,1.22,4.0,1.28,4.7,1.23,4.04,
43,Gstaad,Crédit Agricole Suisse Open Gstaad,2012-07-22,ATP250,Outdoor,Clay,The Final,3.0,Bellucci T.,Tipsarevic J.,60,8,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,2.37,1.57,,,2.35,1.55,2.4,1.66,767.0,3320.0,,,2.25,1.57,2.38,1.57,2.5,1.67,2.31,1.59,
44,Hamburg,German Open Tennis Championships,2012-07-22,ATP500,Outdoor,Clay,The Final,3.0,Monaco J.,Haas T.,14,49,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.66,2.2,,,1.65,2.15,1.68,2.36,2240.0,838.0,,,1.62,2.2,1.67,2.2,1.75,2.36,1.67,2.17,
45,Kitzbuhel,Bet-At-Home Cup,2012-07-28,ATP250,Outdoor,Clay,The Final,3.0,Haase R.,Kohlschreiber P.,42,23,6.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,3.2,1.36,,,3.0,1.35,3.14,1.43,955.0,1600.0,,,3.0,1.36,2.88,1.36,3.3,1.45,3.01,1.37,
46,Los Angeles,Farmers Classic,2012-07-29,ATP250,Outdoor,Hard,The Final,3.0,Querrey S.,Berankis R.,57,141,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.36,3.25,,,1.32,3.2,1.38,3.36,799.0,387.0,,,1.33,3.25,1.33,3.25,1.5,3.4,1.34,3.17,
47,Washington,Citi Open,2012-08-05,ATP500,Outdoor,Hard,The Final,3.0,Dolgopolov O.,Haas T.,25,36,6.0,7.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,2.25,1.57,,,2.35,1.55,2.33,1.69,1460.0,1138.0,,,2.25,1.57,2.2,1.67,2.4,1.69,2.26,1.61,
48,Toronto,Rogers Masters,2012-08-13,Masters 1000,Outdoor,Hard,The Final,3.0,Djokovic N.,Gasquet R.,2,21,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.11,6.5,,,1.14,5.2,1.13,7.32,11270.0,1600.0,,,1.08,7.0,1.14,5.5,1.15,7.32,1.13,5.86,
49,Cincinnati,Western & Southern Financial Group Masters,2012-08-19,Masters 1000,Outdoor,Hard,The Final,3.0,Federer R.,Djokovic N.,1,2,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,2.5,1.53,,,,,2.67,1.55,11345.0,11270.0,,,2.38,1.57,2.5,1.53,2.68,1.6,2.45,1.55,
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2012-08-25,ATP250,Outdoor,Hard,The Final,3.0,Isner J.,Berdych T.,14,7,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,2.2,1.66,,,2.15,1.65,2.34,1.69,1940.0,3815.0,,,2.1,1.73,2.1,1.73,2.34,1.82,2.1,1.71,
51,New York,US Open,2012-09-10,Grand Slam,Outdoor,Hard,The Final,5.0,Murray A.,Djokovic N.,4,2,7.0,6.0,7.0,5.0,2.0,6.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,2012,,,,,,,,,2.87,1.44,,,2.9,1.4,3.02,1.46,7290.0,11270.0,,,2.75,1.44,3.0,1.44,3.15,1.47,2.9,1.42,
52,Metz,Open de Moselle,2012-09-23,ATP250,Indoor,Hard,The Final,3.0,Tsonga J.W.,Seppi A.,7,28,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.18,4.5,,,1.2,4.25,1.24,4.64,4520.0,1390.0,,,1.22,4.33,1.2,4.33,1.26,5.1,1.21,4.23,
53,St. Petersburg,St. Petersburg Open,2012-09-23,ATP250,Indoor,Hard,The Final,3.0,Klizan M.,Fognini F.,45,53,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.8,2.0,,,1.75,2.0,1.88,2.04,898.0,790.0,,,1.8,2.0,1.8,2.0,1.88,2.18,1.79,1.99,
54,Bangkok,Thailand Open,2012-09-30,ATP250,Indoor,Hard,The Final,3.0,Gasquet R.,Simon G.,14,19,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.9,1.9,,,1.9,1.85,1.96,1.96,2165.0,1800.0,,,1.83,1.83,1.8,2.0,2.08,2.05,1.93,1.84,
55,Kuala Lumpur,Malaysian Open,2012-09-30,ATP250,Indoor,Hard,The Final,3.0,Monaco J.,Benneteau J.,11,34,7.0,5.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,2.2,1.66,,,2.0,1.75,2.27,1.72,2565.0,1075.0,,,2.1,1.67,2.0,1.8,2.27,1.83,2.08,1.72,
56,Beijing,China Open,2012-10-07,ATP500,Outdoor,Hard,The Final,3.0,Djokovic N.,Tsonga J.W.,2,7,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.18,4.5,,,1.2,4.25,1.19,5.53,10470.0,4520.0,,,1.17,4.5,1.22,4.0,1.22,6.3,1.19,4.6,
57,Tokyo,Rakuten Japan Open Tennis Championships,2012-10-07,ATP500,Outdoor,Hard,The Final,3.0,Nishikori K.,Raonic M.,17,15,7.0,6.0,3.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,2.37,1.57,,,2.35,1.55,2.63,1.56,1865.0,2090.0,,,2.38,1.53,2.38,1.57,2.68,1.62,2.4,1.56,
58,Shanghai,Shanghai Masters,2012-10-14,Masters 1000,Outdoor,Hard,The Final,3.0,Djokovic N.,Murray A.,2,3,5.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,1.57,2.37,,,1.55,2.35,1.56,2.65,10970.0,8090.0,,,1.53,2.38,1.57,2.38,1.65,2.74,1.55,2.44,
59,Moscow,Kremlin Cup,2012-10-21,ATP250,Indoor,Hard,The Final,3.0,Seppi A.,Bellucci T.,25,41,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,1.44,2.75,,,1.45,2.65,1.5,2.81,1415.0,967.0,,,1.5,2.62,1.44,2.75,1.54,3.1,1.47,2.62,
60,Stockholm,Stockholm Open,2012-10-21,ATP250,Indoor,Hard,The Final,3.0,Berdych T.,Tsonga J.W.,6,7,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,1.57,2.37,,,1.6,2.25,1.66,2.4,4840.0,4810.0,,,1.62,2.25,1.57,2.38,1.67,2.56,1.58,2.34,
61,Vienna,Erste Bank Open,2012-10-21,ATP250,Indoor,Hard,The Final,3.0,Del Potro J.M.,Zemlja G.,8,70,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.08,8.0,,,1.08,7.0,1.1,9.2,3670.0,660.0,,,1.08,7.5,1.08,7.5,1.11,9.2,1.09,7.36,
62,Basel,Swiss Indoors,2012-10-28,ATP500,Indoor,Hard,The Final,3.0,Del Potro J.M.,Federer R.,8,1,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,3.75,1.28,,,3.6,1.26,3.92,1.31,3740.0,12165.0,,,3.75,1.25,3.5,1.29,4.05,1.31,3.61,1.28,
63,Valencia,Valencia Open 500,2012-10-28,ATP500,Indoor,Hard,The Final,3.0,Ferrer D.,Dolgopolov O.,5,21,6.0,1.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2012,,,,,,,,,1.36,3.25,,,1.3,3.3,1.36,3.54,5360.0,1680.0,,,1.33,3.25,1.36,3.0,1.38,3.9,1.33,3.24,
64,Paris,BNP Paribas Masters,2012-11-04,Masters 1000,Indoor,Hard,The Final,3.0,Ferrer D.,Janowicz J.,5,69,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.4,3.0,,,1.5,2.45,1.43,3.14,5610.0,682.0,,,1.4,3.0,1.36,3.0,1.5,3.2,1.41,2.85,
65,London,Masters Cup,2012-11-12,Masters Cup,Indoor,Hard,The Final,3.0,Djokovic N.,Federer R.,1,2,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2012,,,,,,,,,1.61,2.3,,,1.6,2.25,1.64,2.45,11420.0,9465.0,,,1.67,2.1,1.62,2.25,1.7,2.45,1.64,2.26,
1,Brisbane,Brisbane International,2013-01-06,ATP250,Outdoor,Hard,The Final,3.0,Murray A.,Dimitrov G.,3,48,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.14,5.5,,,1.15,5.0,1.16,6.27,8000.0,866.0,,,1.17,5.0,1.17,5.0,1.18,6.7,1.16,5.23,
2,Chennai,Chennai Open,2013-01-06,ATP250,Outdoor,Hard,The Final,3.0,Tipsarevic J.,Bautista R.,9,80,3.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.16,5.0,,,1.18,4.5,1.24,4.68,2990.0,648.0,,,1.17,5.0,1.2,4.5,1.32,5.1,1.19,4.59,
3,Doha,Qatar Exxon Mobil Open,2013-01-05,ATP250,Outdoor,Hard,The Final,3.0,Gasquet R.,Davydenko N.,10,44,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,2.37,1.57,,,2.4,1.52,2.4,1.66,2515.0,885.0,,,2.25,1.57,2.5,1.53,2.9,1.66,2.37,1.56,
4,Auckland,Heineken Open,2013-01-12,ATP250,Outdoor,Hard,The Final,3.0,Ferrer D.,Kohlschreiber P.,5,19,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.18,4.5,,,1.18,4.5,1.21,5.13,6505.0,1770.0,,,1.2,4.5,1.22,4.0,1.22,5.5,1.18,4.73,
5,Sydney,Apia International,2013-01-12,ATP250,Outdoor,Hard,The Final,3.0,Tomic B.,Anderson K.,64,36,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.61,2.2,,,1.6,2.2,1.76,2.23,740.0,1065.0,,,1.62,2.25,1.67,2.2,1.77,2.44,1.65,2.2,
6,Melbourne,Australian Open,2013-01-27,Grand Slam,Outdoor,Hard,The Final,5.0,Djokovic N.,Murray A.,1,3,6.0,7.0,7.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,2013,,,,,,,,,1.53,2.62,,,1.5,2.55,1.54,2.74,12920.0,8000.0,,,1.53,2.5,1.53,2.63,1.57,2.9,1.5,2.61,
7,Montpellier,Open Sud de France,2013-02-10,ATP250,Indoor,Hard,The Final,3.0,Gasquet R.,Paire B.,10,43,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.25,4.0,,,1.22,4.0,1.26,4.4,2720.0,900.0,,,1.29,3.75,1.29,3.5,1.3,6.0,1.26,3.85,
8,Vina del Mar,VTR Open,2013-02-10,ATP250,Outdoor,Clay,The Final,3.0,Zeballos H.,Nadal R.,73,5,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,17.0,1.02,,,12.0,1.02,21.0,1.03,708.0,5400.0,,,13.0,1.03,11.0,1.03,30.5,1.04,16.07,1.02,
9,Zagreb,PBZ Zagreb Indoors,2013-02-10,ATP250,Indoor,Hard,The Final,3.0,Cilic M.,Melzer J.,12,29,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.25,4.0,,,1.25,3.75,1.24,4.7,2375.0,1245.0,,,1.25,3.75,1.25,3.75,1.28,5.3,1.24,4.01,
10,Rotterdam,ABN AMRO World Tennis Tournament,2013-02-17,ATP500,Indoor,Hard,The Final,3.0,Del Potro J.M.,Benneteau J.,7,39,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.16,5.0,,,1.2,4.25,1.29,4.14,4210.0,1025.0,,,1.2,4.5,1.2,4.5,1.29,5.0,1.2,4.42,
11,San Jose,SAP Open,2013-02-17,ATP250,Indoor,Hard,The Final,3.0,Raonic M.,Haas T.,13,22,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.53,2.5,,,1.55,2.35,1.54,2.7,2305.0,1685.0,,,1.57,2.38,1.57,2.38,1.58,2.7,1.54,2.46,
12,Sao Paulo,Brasil Open,2013-02-17,ATP250,Indoor,Clay,The Final,3.0,Nadal R.,Nalbandian D.,5,93,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.44,2.75,,,1.38,2.9,1.52,2.78,5550.0,550.0,,,1.4,2.75,1.44,2.75,1.57,2.9,1.44,2.73,
13,Buenos Aires,Copa Claro,2013-02-24,ATP250,Outdoor,Clay,The Final,3.0,Ferrer D.,Wawrinka S.,4,17,6.0,4.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.25,4.0,,,1.3,3.3,1.32,3.79,6865.0,1990.0,,,1.29,3.75,1.29,3.5,1.32,4.0,1.28,3.59,
14,Marseille,Open 13,2013-02-24,ATP250,Indoor,Hard,The Final,3.0,Tsonga J.W.,Berdych T.,8,6,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,2.2,1.66,,,2.15,1.65,2.15,1.81,3515.0,4485.0,,,2.25,1.62,2.25,1.62,2.34,1.81,2.18,1.67,
15,Memphis,U.S. National Indoor Tennis Championships,2013-02-24,ATP500,Indoor,Hard,The Final,3.0,Nishikori K.,Lopez F.,22,47,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.28,3.75,,,1.3,3.3,1.31,3.92,1690.0,870.0,,,1.3,3.5,1.29,3.5,1.32,3.95,1.29,3.56,
16,Acapulco,Abierto Mexicano,2013-03-03,ATP500,Outdoor,Clay,The Final,3.0,Nadal R.,Ferrer D.,5,4,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.44,2.75,,,1.48,2.55,1.42,3.18,5755.0,6865.0,,,1.5,2.62,1.5,2.63,1.5,3.18,1.43,2.79,
17,Delray Beach,International Championships,2013-03-03,ATP250,Outdoor,Hard,The Final,3.0,Gulbis E.,Roger-Vasselin E.,109,105,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.33,3.4,,,1.4,2.8,1.37,3.45,488.0,507.0,,,1.33,3.25,1.33,3.25,1.4,3.5,1.33,3.24,
18,Dubai ,Dubai Tennis Championships,2013-03-02,ATP500,Outdoor,Hard,The Final,3.0,Djokovic N.,Berdych T.,1,6,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.11,6.5,,,1.14,5.2,1.15,6.54,12960.0,4545.0,,,1.11,6.0,1.13,6.5,1.15,8.7,1.12,6.17,
19,Indian Wells,BNP Paribas Open,2013-03-17,Masters 1000,Outdoor,Hard,The Final,3.0,Nadal R.,Del Potro J.M.,5,7,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.53,2.5,,,1.5,2.45,1.5,2.85,6105.0,4410.0,,,1.53,2.5,1.53,2.5,1.56,2.85,1.5,2.57,
20,Miami,Sony Ericsson Open,2013-03-31,Masters 1000,Outdoor,Hard,The Final,3.0,Murray A.,Ferrer D.,3,5,2.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.28,3.75,,,1.3,3.3,1.32,3.79,8350.0,6630.0,,,1.33,3.4,1.29,3.75,1.33,4.05,1.3,3.54,
21,Casablanca,Grand Prix Hassan II,2013-04-14,ATP250,Outdoor,Clay,The Final,3.0,Robredo T.,Anderson K.,72,29,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,2.1,1.72,,,2.0,1.75,2.22,1.76,680.0,1190.0,,,2.1,1.73,2.0,1.8,2.3,1.83,2.07,1.73,
22,Houston,U.S. Men's Clay Court Championships,2013-04-14,ATP250,Outdoor,Clay,The Final,3.0,Isner J.,Almagro N.,23,12,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,4.33,1.22,,,3.65,1.25,4.26,1.27,1500.0,2390.0,,,4.0,1.25,3.75,1.25,4.4,1.29,3.96,1.24,
23,Monte Carlo,Monte Carlo Masters,2013-04-21,Masters 1000,Outdoor,Clay,The Final,3.0,Djokovic N.,Nadal R.,1,5,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,2.87,1.4,,,2.65,1.45,2.97,1.46,12500.0,6385.0,,,2.75,1.44,2.75,1.44,3.0,1.5,2.76,1.44,
24,Barcelona,Open Banco Sabadell,2013-04-28,ATP500,Outdoor,Clay,The Final,3.0,Nadal R.,Almagro N.,5,12,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.08,8.0,,,1.08,7.0,1.1,8.74,5985.0,2450.0,,,1.06,8.5,1.07,8.0,1.11,8.74,1.09,7.47,
25,Bucharest,BRD Nastase Tiriac Trophy,2013-04-28,ATP250,Outdoor,Clay,The Final,3.0,Rosol L.,Garcia-Lopez G.,48,87,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.57,2.37,,,1.55,2.35,1.69,2.34,875.0,576.0,,,1.53,2.38,1.57,2.38,1.69,2.55,1.58,2.35,
26,Munich,BMW Open,2013-05-05,ATP250,Outdoor,Clay,The Final,3.0,Haas T.,Kohlschreiber P.,14,21,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.44,2.75,,,1.45,2.65,1.59,2.56,2215.0,1780.0,,,1.5,2.62,1.44,2.75,1.59,3.05,1.47,2.66,
27,Oeiras,Portugal Open,2013-05-05,ATP250,Outdoor,Clay,The Final,3.0,Wawrinka S.,Ferrer D.,16,4,6.0,1.0,6.0,4.0,2.0,0.0,,,,,2.0,0.0,Completed,2013,,,,,,,,,3.0,1.38,,,2.8,1.4,2.97,1.47,2005.0,6920.0,,,3.0,1.4,3.0,1.36,3.05,1.48,2.92,1.39,
28,Madrid,Mutua Madrid Open,2013-05-12,Masters 1000,Outdoor,Clay,The Final,3.0,Nadal R.,Wawrinka S.,5,15,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.12,6.0,,,1.15,5.0,1.16,6.67,5985.0,2165.0,,,1.12,6.0,1.14,5.5,1.18,7.0,1.14,5.56,
29,Rome,Internazionali BNL d'Italia,2013-05-19,Masters 1000,Outdoor,Clay,The Final,3.0,Nadal R.,Federer R.,5,3,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.2,4.5,,,1.17,4.65,1.22,5.01,6895.0,7760.0,,,1.2,4.5,1.22,4.33,1.27,5.2,1.21,4.4,
30,Dusseldorf,Power Horse Cup,2013-05-25,ATP250,Outdoor,Clay,The Final,3.0,Monaco J.,Nieminen J.,19,42,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.28,3.75,,,1.3,3.3,1.36,3.49,1750.0,945.0,,,1.33,3.4,1.3,3.5,1.37,3.75,1.31,3.4,
31,Nice,Open de Nice Côte d’Azur,2013-05-25,ATP250,Outdoor,Clay,The Final,3.0,Montanes A.,Monfils G.,82,109,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,3.4,1.33,,,3.0,1.35,3.2,1.41,637.0,510.0,,,3.0,1.4,3.25,1.33,3.45,1.41,3.15,1.35,
32,Paris,French Open,2013-06-09,Grand Slam,Outdoor,Clay,The Final,5.0,Nadal R.,Ferrer D.,4,5,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,2013,,,,,,,,,1.1,7.0,,,1.12,6.0,1.13,8.25,6895.0,6740.0,,,1.1,7.0,1.11,7.5,1.14,8.42,1.11,7.03,
33,Halle,Gerry Weber Open,2013-06-16,ATP250,Outdoor,Grass,The Final,3.0,Federer R.,Youzhny M.,3,29,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,0.0,Completed,2013,,,,,,,,,1.11,6.5,,,1.11,6.0,1.15,6.61,7640.0,1355.0,,,1.12,6.0,1.13,6.0,1.15,7.7,1.12,6.32,
34,Queens Club,AEGON Championships,2013-06-16,ATP250,Outdoor,Grass,The Final,3.0,Murray A.,Cilic M.,2,12,5.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.16,5.0,,,1.18,4.4,1.22,5.05,8310.0,2570.0,,,1.17,5.0,1.14,5.5,1.22,6.3,1.17,5.03,
35,Eastbourne,AEGON International,2013-06-22,ATP250,Outdoor,Grass,The Final,3.0,Lopez F.,Simon G.,39,17,7.0,6.0,6.0,7.0,6.0,0.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.72,2.1,,,1.75,2.0,1.81,2.15,1015.0,1985.0,,,1.73,2.1,1.67,2.2,1.87,2.26,1.74,2.06,
36,'s-Hertogenbosch,Topshelf Open,2013-06-22,ATP250,Outdoor,Grass,The Final,3.0,Mahut N.,Wawrinka S.,240,10,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,3.4,1.33,,,3.3,1.3,3.36,1.39,198.0,2810.0,,,3.4,1.33,3.0,1.36,3.5,1.39,3.28,1.33,
37,London,Wimbledon,2013-07-07,Grand Slam,Outdoor,Grass,The Final,5.0,Murray A.,Djokovic N.,2,1,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,2013,,,,,,,,,2.5,1.57,,,2.3,1.6,2.49,1.63,8560.0,11830.0,,,2.38,1.57,2.38,1.62,2.64,1.67,2.4,1.58,
38,Bastad,SkiStar Swedish Open,2013-07-14,ATP250,Outdoor,Clay,The Final,3.0,Berlocq C.,Verdasco F.,74,35,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2013,,,,,,,,,3.0,1.4,,,2.75,1.4,2.82,1.5,690.0,1095.0,,,3.0,1.4,3.5,1.29,3.55,1.5,3.0,1.37,
39,Newport,Hall of Fame Championships,2013-07-14,ATP250,Outdoor,Grass,The Final,3.0,Mahut N.,Hewitt L.,127,64,5.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,1.8,2.0,,,1.85,1.9,1.92,2.01,460.0,755.0,,,1.8,1.91,1.91,1.91,1.95,2.06,1.85,1.92,
40,Stuttgart,Mercedes Cup,2013-07-14,ATP250,Outdoor,Clay,The Final,3.0,Fognini F.,Kohlschreiber P.,31,25,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2013,,,,,,,,,2.1,1.72,,,2.0,1.75,2.12,1.83,1310.0,1535.0,,,2.2,1.67,2.2,1.67,2.2,1.83,2.08,1.72,
