ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,Year,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,Unnamed: 0
18,Scottsdale,Channel Open,2005-02-27,International,Outdoor,Hard,The Final,3.0,Arthurs W.,Ancic M.,99,29,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2005,3.2,1.33,,,3.2,1.25,,,3.25,1.28,,,3.46,1.28,3.7,1.313,,,,,,,,,,,,,
19,Indian Wells,Pacific Life Open,2005-03-20,Masters,Outdoor,Hard,The Final,5.0,Federer R.,Hewitt L.,1,2,6.0,2.0,6.0,4.0,6,4,,,,,3.0,0.0,Completed,2005,1.14,5.5,,,1.15,4.0,,,1.12,6.0,,,1.13,5.95,1.147,6.15,,,,,,,,,,,,,
20,Miami,NASDAQ-100 Open,2005-04-03,Masters,Outdoor,Hard,The Final,5.0,Federer R.,Nadal R.,1,31,2.0,6.0,6.0,7.0,7,6,6.0,3.0,6.0,1.0,3.0,2.0,Completed,2005,1.1,6.5,,,1.15,4.0,,,1.1,7.0,,,1.15,5.2,1.127,7.04,,,,,,,,,,,,,
21,Casablanca,Grand Prix Hassan II,2005-04-10,International,Outdoor,Clay,The Final,3.0,Puerta M.,Monaco J.,59,100,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2005,1.6,2.3,,,1.6,2.0,,,1.53,2.37,,,1.6,2.3,1.595,2.48,,,,,,,,,,,,,
22,Valencia,Open de Tenis Comunidad Valenciana,2005-04-10,International,Outdoor,Clay,The Final,3.0,Andreev I.,Ferrer D.,47,32,6.0,3.0,5.0,7.0,6,3,,,,,2.0,1.0,Completed,2005,2.15,1.68,,,2.1,1.55,,,2.2,1.61,,,2.0,1.75,2.27,1.68,,,,,,,,,,,,,
23,Monte Carlo,Monte Carlo Masters,2005-04-17,Masters,Outdoor,Clay,The Final,5.0,Nadal R.,Coria G.,17,9,6.0,3.0,6.0,1.0,0,6,7.0,5.0,,,3.0,1.0,Completed,2005,2.05,1.75,,,1.85,1.75,,,2.2,1.61,,,2.1,1.7,2.19,1.719,,,,,,,,,,,,,
24,Barcelona,Open Seat Godo,2005-04-24,International Gold,Outdoor,Clay,The Final,5.0,Nadal R.,Ferrero J.C.,11,58,6.0,1.0,7.0,6.0,6,3,,,,,3.0,0.0,Completed,2005,1.28,3.55,,,1.3,2.9,,,1.22,4.0,,,1.3,3.35,1.304,3.79,,,,,,,,,,,,,
25,Houston,U.S. Men's Clay Court Championships,2005-04-24,International,Outdoor,Clay,The Final,3.0,Roddick A.,Grosjean S.,4,30,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2005,1.2,4.4,,,1.2,3.6,,,1.22,4.0,,,1.28,3.46,1.227,4.61,,,,,,,,,,,,,
26,Estoril ,Estoril Open,2005-05-01,International,Outdoor,Clay,The Final,3.0,Gaudio G.,Robredo T.,5,15,6.0,1.0,2.0,6.0,6,1,,,,,2.0,1.0,Completed,2005,1.35,3.1,,,1.35,2.7,,,1.36,3.0,,,1.4,2.85,1.386,3.24,,,,,,,,,,,,,
27,Munich,BMW Open,2005-05-01,International,Outdoor,Clay,The Final,3.0,Nalbandian D.,Pavel A.,10,38,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2005,1.25,3.85,,,1.25,3.2,,,1.33,3.25,,,1.3,3.35,1.297,3.87,,,,,,,,,,,,,
28,Rome,Telecom Italia Masters Roma,2005-05-08,Masters,Outdoor,Clay,The Final,5.0,Nadal R.,Coria G.,7,11,6.0,4.0,3.0,6.0,6,3,4.0,6.0,7.0,6.0,3.0,2.0,Completed,2005,1.65,2.25,,,1.5,2.2,,,1.57,2.37,,,1.7,2.08,1.69,2.28,,,,,,,,,,,,,
29,Hamburg,Hamburg TMS,2005-05-15,Masters,Outdoor,Clay,The Final,5.0,Federer R.,Gasquet R.,1,56,6.0,3.0,7.0,5.0,7,6,,,,,3.0,0.0,Completed,2005,1.22,4.25,,,1.25,3.2,,,1.25,4.0,,,1.3,3.66,,,,,,,,,,,,,,,
30,St. Polten,Internationaler Raiffeisen Grand Prix,2005-05-21,International,Outdoor,Clay,The Final,3.0,Davydenko N.,Melzer J.,13,47,6.0,3.0,2.0,6.0,6,4,,,,,2.0,1.0,Completed,2005,1.33,3.2,,,1.3,2.9,,,1.3,3.39,,,1.33,3.17,1.952,1.901,,,,,,,,,,,,,
31,Paris,French Open,2005-06-05,Grand Slam,Outdoor,Clay,The Final,5.0,Nadal R.,Puerta M.,5,37,6.0,7.0,6.0,3.0,6,1,7.0,5.0,,,3.0,1.0,Completed,2005,1.11,6.5,,,1.1,5.0,,,1.08,7.0,,,1.13,6.93,1.139,7.46,,,,,,,,,,,,,
32,Halle,Gerry Weber Open,2005-06-12,International,Outdoor,Grass,The Final,3.0,Federer R.,Safin M.,1,5,6.0,4.0,6.0,7.0,6,4,,,,,2.0,1.0,Completed,2005,1.15,5.5,,,1.15,4.0,,,1.14,5.0,,,1.15,5.2,1.167,6.4,,,,,,,,,,,,,
33,Queens Club,Stella Artois,2005-06-12,International,Outdoor,Grass,The Final,3.0,Roddick A.,Karlovic I.,4,77,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2005,1.35,3.1,,,1.35,2.7,,,1.33,3.25,,,1.4,2.85,1.36,3.58,,,,,,,,,,,,,
34,'s-Hertogenbosch,Ordina Open,2005-06-19,International,Outdoor,Grass,The Final,3.0,Ancic M.,Llodra M.,21,65,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2005,1.28,3.55,,,1.3,2.9,,,1.3,3.39,,,1.3,3.35,1.286,4.2,,,,,,,,,,,,,
35,Nottingham,Nottingham Open,2005-06-18,International,Outdoor,Grass,The Final,3.0,Gasquet R.,Mirnyi M.,27,40,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2005,1.6,2.3,,,1.6,2.0,,,1.5,2.5,,,1.65,2.15,1.645,2.45,,,,,,,,,,,,,
36,London,Wimbledon,2005-07-03,Grand Slam,Outdoor,Grass,The Final,5.0,Federer R.,Roddick A.,1,4,6.0,2.0,7.0,6.0,6,4,,,,,3.0,0.0,Completed,2005,1.14,5.5,,,1.15,4.0,,,1.14,5.5,,,1.15,5.25,1.186,5.89,,,,,,,,,,,,,
37,Bastad,Swedish Open,2005-07-10,International,Outdoor,Clay,The Final,3.0,Nadal R.,Berdych T.,3,42,2.0,6.0,6.0,2.0,6,4,,,,,2.0,1.0,Completed,2005,1.03,12.0,,,1.05,6.0,,,1.02,11.0,,,1.05,8.5,1.042,20.75,3635.0,811.0,,,,,,,,,,,
38,Gstaad,Allianz Suisse Open,2005-07-10,International,Outdoor,Clay,The Final,5.0,Gaudio G.,Wawrinka S.,13,69,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2005,1.22,4.1,,,1.3,2.9,,,1.22,4.0,,,1.28,3.46,1.26,4.45,1590.0,548.0,,,,,,,,,,,
39,Newport,Hall of Fame Championships,2005-07-10,International,Outdoor,Grass,The Final,3.0,Rusedski G.,Spadea V.,39,49,7.0,6.0,2.0,6.0,6,4,,,,,2.0,1.0,Completed,2005,1.53,2.5,,,1.5,2.2,,,1.57,2.25,,,1.6,2.25,1.592,2.59,863.0,730.0,,,,,,,,,,,
40,Amersfoort,Priority Telecom Dutch Open,2005-07-24,International,Outdoor,Clay,The Final,3.0,Gonzalez F.,Calleri A.,21,94,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2005,1.25,3.95,,,1.25,3.2,,,1.25,3.75,,,1.28,3.46,1.308,3.95,1295.0,437.0,,,,,,,,,,,
41,Indianapolis,RCA Championships,2005-07-24,International,Outdoor,Hard,The Final,3.0,Ginepri R.,Dent T.,98,30,4.0,6.0,6.0,0.0,3,0,,,,,1.0,1.0,Retired,2005,2.45,1.55,,,2.2,1.5,,,2.25,1.57,,,2.28,1.58,2.53,1.613,415.0,1170.0,,,,,,,,,,,
42,Stuttgart,Mercedes Cup,2005-07-24,International Gold,Outdoor,Clay,The Final,5.0,Nadal R.,Gaudio G.,3,13,6.0,3.0,6.0,3.0,6,4,,,,,3.0,0.0,Completed,2005,1.15,5.5,,,1.15,4.0,,,1.12,5.5,,,1.17,4.67,1.159,6.67,3750.0,1590.0,,,,,,,,,,,
43,Kitzbuhel,Generali Open,2005-07-31,International Gold,Outdoor,Clay,The Final,5.0,Gaudio G.,Verdasco F.,13,68,2.0,6.0,6.0,2.0,6,4,6.0,4.0,,,3.0,1.0,Completed,2005,1.25,3.9,,,1.25,3.2,,,1.22,4.0,,,1.26,3.59,1.251,4.59,1590.0,555.0,,,,,,,,,,,
44,Los Angeles,Mercedes-Benz Cup,2005-07-31,International,Outdoor,Hard,The Final,3.0,Agassi A.,Muller G.,6,75,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2005,1.15,5.5,,,1.15,4.0,,,1.14,5.0,,,1.17,4.67,1.181,5.96,2275.0,515.0,,,,,,,,,,,
45,Umag,Croatia Open,2005-07-31,International,Outdoor,Clay,The Final,3.0,Coria G.,Moya C.,15,29,6.0,2.0,4.0,6.0,6,2,,,,,2.0,1.0,Completed,2005,1.25,4.0,,,1.25,3.2,,,1.25,3.75,,,1.28,3.46,1.282,4.2,1500.0,1130.0,,,,,,,,,,,
46,Sopot,Idea Prokom Open,2005-08-07,International,Outdoor,Clay,The Final,3.0,Monfils G.,Mayer F.,65,95,7.0,6.0,4.0,6.0,7,5,,,,,2.0,1.0,Completed,2005,2.35,1.6,,,2.2,1.5,,,2.25,1.57,,,2.3,1.6,2.47,1.637,585.0,434.0,,,,,,,,,,,
47,Washington,Legg Mason Classic,2005-08-07,International Gold,Outdoor,Hard,The Final,3.0,Roddick A.,Blake J.,5,101,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2005,1.13,6.0,,,1.15,4.0,,,1.14,5.0,,,1.13,5.5,1.167,6.4,3200.0,405.0,,,,,,,,,,,
48,Montreal,Rogers Cup,2005-08-14,Masters,Outdoor,Hard,The Final,3.0,Nadal R.,Agassi A.,2,7,6.0,3.0,4.0,6.0,6,2,,,,,2.0,1.0,Completed,2005,1.42,2.85,,,1.4,2.5,,,1.4,2.87,,,1.4,3.1,1.452,3.01,4030.0,1915.0,,,,,,,,,,,
49,Cincinnati,Western & Southern Financial Group Masters,2005-08-21,Masters,Outdoor,Hard,The Final,3.0,Federer R.,Roddick A.,1,5,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2005,1.22,4.25,,,1.2,3.6,,,1.22,4.33,,,1.28,3.46,1.252,4.62,6500.0,3130.0,,,,,,,,,,,
50,New Haven,Pilot Pen Tennis,2005-08-28,International Gold,Outdoor,Hard,The Final,3.0,Blake J.,Lopez F.,67,27,3.0,6.0,7.0,5.0,6,1,,,,,2.0,1.0,Completed,2005,1.5,2.6,,,1.65,1.95,,,1.57,2.25,,,1.61,2.23,1.602,2.56,545.0,1170.0,,,,,,,,,,,
51,New York,US Open,2005-09-11,Grand Slam,Outdoor,Hard,The Final,5.0,Federer R.,Agassi A.,1,7,6.0,3.0,2.0,6.0,7,6,6.0,1.0,,,3.0,1.0,Completed,2005,1.11,6.5,,,1.1,5.0,,,1.12,6.0,,,1.13,6.41,1.152,6.96,6975.0,2190.0,,,,,,,,,,,
52,Beijing,China Open,2005-09-18,International,Outdoor,Hard,The Final,3.0,Nadal R.,Coria G.,2,8,5.0,7.0,6.0,1.0,6,2,,,,,2.0,1.0,Completed,2005,1.25,3.85,,,1.3,2.9,,,1.22,4.0,,,1.3,3.35,1.287,4.18,4360.0,2015.0,,,,,,,,,,,
53,Bucharest,Open Romania,2005-09-18,International,Outdoor,Clay,The Final,3.0,Serra F.,Andreev I.,68,52,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2005,2.4,1.55,,,2.2,1.5,,,2.5,1.5,,,2.45,1.5,2.66,1.568,515.0,739.0,,,,,,,,,,,
54,Bangkok,Thailand Open,2005-10-02,International,Indoor,Hard,The Final,3.0,Federer R.,Murray A.,1,109,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2005,1.01,14.0,,,1.03,7.0,,,1.02,11.0,,,1.04,9.25,1.039,19.5,6975.0,396.0,,,,,,,,,,,
55,Ho Chi Min City,Vietnam Open,2005-10-02,International,Indoor,Hard,The Final,3.0,Bjorkman J.,Stepanek R.,93,16,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2005,2.45,1.53,,,2.0,1.6,,,2.5,1.5,,,2.45,1.5,2.71,1.552,438.0,1420.0,,,,,,,,,,,
56,Palermo,Campionati Internazionali Di Sicilia,2005-10-02,International,Outdoor,Clay,The Final,3.0,Andreev I.,Volandri F.,52,44,0.0,6.0,6.0,1.0,6,3,,,,,2.0,1.0,Completed,2005,2.6,1.48,,,2.2,1.5,,,2.37,1.53,,,2.6,1.45,2.59,1.592,739.0,836.0,,,,,,,,,,,
57,Metz,Open de Moselle,2005-10-09,International,Indoor,Hard,The Final,3.0,Ljubicic I.,Monfils G.,16,45,7.0,6.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2005,1.48,2.65,,,1.45,2.35,,,1.44,2.62,,,1.5,2.45,1.488,2.85,1430.0,814.0,,,,,,,,,,,
58,Tokyo,Japan Open,2005-10-09,International Gold,Outdoor,Hard,The Final,3.0,Moodie W.,Ancic M.,98,24,1.0,6.0,7.0,6.0,6,4,,,,,2.0,1.0,Completed,2005,3.3,1.33,,,2.9,1.28,,,3.25,1.33,,,3.46,1.3,3.43,1.366,419.0,1205.0,,,,,,,,,,,
59,Moscow,Kremlin Cup,2005-10-16,International,Indoor,Carpet,The Final,3.0,Andreev I.,Kiefer N.,38,37,5.0,7.0,7.0,6.0,6,2,,,,,2.0,1.0,Completed,2005,2.6,1.5,,,2.0,1.6,,,2.25,1.57,,,2.45,1.5,2.51,1.621,895.0,900.0,,,,,,,,,,,
60,Stockholm,Stockholm Open,2005-10-16,International,Indoor,Hard,The Final,3.0,Blake J.,Srichaphan P.,33,55,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2005,1.4,2.95,,,1.35,2.7,,,1.44,2.62,,,1.4,2.75,1.442,3.06,980.0,680.0,,,,,,,,,,,
61,Vienna,BA-CA Tennis Trophy,2005-10-16,International Gold,Indoor,Hard,The Final,5.0,Ljubicic I.,Ferrero J.C.,13,22,6.0,2.0,6.0,4.0,7,6,,,,,3.0,0.0,Completed,2005,1.47,2.65,,,1.45,2.35,,,1.5,2.5,,,1.5,2.45,1.541,2.75,1530.0,1290.0,,,,,,,,,,,
62,Madrid,Madrid Masters,2005-10-23,Masters,Indoor,Hard,The Final,5.0,Nadal R.,Ljubicic I.,2,12,3.0,6.0,2.0,6.0,6,3,6.0,4.0,7.0,6.0,3.0,2.0,Completed,2005,1.3,3.5,,,1.4,2.5,,,1.33,3.25,,,1.35,3.1,1.366,3.53,4475.0,1640.0,,,,,,,,,,,
63,Basel,Davidoff Swiss Indoors,2005-10-30,International,Indoor,Carpet,The Final,5.0,Gonzalez F.,Baghdatis M.,17,85,6.0,7.0,6.0,3.0,7,5,6.0,4.0,,,3.0,1.0,Completed,2005,1.33,3.3,,,1.3,2.9,,,1.28,3.5,,,1.35,3.1,1.333,3.7,1480.0,488.0,,,,,,,,,,,
64,Lyon,Grand Prix de Lyon,2005-10-30,International,Indoor,Carpet,The Final,3.0,Roddick A.,Monfils G.,3,36,6.0,3.0,6.0,2.0, , ,,,,,2.0,0.0,Completed,2005,1.28,3.65,,,1.3,2.9,,,1.28,3.5,,,1.25,3.6,1.302,4.01,3120.0,889.0,,,,,,,,,,,
65,St. Petersburg,St. Petersburg Open,2005-10-30,International,Indoor,Carpet,The Final,3.0,Johansson T.,Kiefer N.,15,29,6.0,4.0,6.0,2.0, , ,,,,,2.0,0.0,Completed,2005,1.81,2.0,,,1.7,1.9,,,1.8,1.9,,,1.8,1.95,1.752,2.23,1525.0,1075.0,,,,,,,,,,,
66,Paris,BNP Paribas,2005-11-06,Masters,Indoor,Carpet,The Final,5.0,Berdych T.,Ljubicic I.,50,10,6.0,3.0,6.0,4.0,3,6,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2005,4.0,1.25,,,2.9,1.3,,,3.5,1.28,,,3.8,1.3,4.24,1.282,725.0,1765.0,,,,,,,,,,,
67,Shanghai,Masters Cup,2005-11-20,Masters Cup,Indoor,Hard,The Final,5.0,Nalbandian D.,Federer R.,12,1,6.0,7.0,6.0,7.0,6,2,6.0,1.0,7.0,6.0,3.0,2.0,Completed,2005,5.35,1.14,,,3.8,1.17,,,6.5,1.1,,,5.66,1.16,7.37,1.143,1720.0,6225.0,,,,,,,,,,,
1,Adelaide,Next Generation Adelaide International,2006-01-08,International,Outdoor,Hard,The Final,3.0,Serra F.,Malisse X.,49,47,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2006,2.85,1.42,,,,,,,2.75,1.39,,,2.45,1.5,2.81,1.498,712.0,731.0,2.9,1.4,,,,,,,,,
2,Chennai,Chennai Open,2006-01-08,International,Outdoor,Hard,The Final,3.0,Ljubicic I.,Moya C.,9,31,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2006,1.53,2.45,,,,,,,1.53,2.37,,,1.7,2.08,1.61,2.54,2180.0,940.0,1.63,2.2,,,,,,,,,
3,Doha,Qatar Exxon Mobil Open,2006-01-07,International,Outdoor,Hard,The Final,3.0,Federer R.,Monfils G.,1,30,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2006,1.04,11.0,,,,,,,1.03,10.0,,,1.05,8.5,1.054,15.5,6725.0,979.0,1.04,11.5,,,,,,,,,
4,Auckland,Heineken Open,2006-01-14,International,Outdoor,Hard,The Final,3.0,Nieminen J.,Ancic M.,29,21,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2006,2.75,1.45,,,,,,,2.62,1.44,,,2.45,1.5,2.99,1.457,1070.0,1360.0,2.66,1.47,,,,,,,,,
5,Sydney,Sydney International,2006-01-14,International,Outdoor,Hard,The Final,3.0,Blake J.,Andreev I.,23,26,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2006,1.33,3.3,,,,,,,1.33,3.25,,,1.4,2.85,1.376,3.46,1230.0,1120.0,1.38,2.95,,,,,,,,,
6,Melbourne,Australian Open,2006-01-29,Grand Slam,Outdoor,Hard,The Final,5.0,Federer R.,Baghdatis M.,1,54,5.0,7.0,7.0,5.0,6.0,0.0,6.0,2.0,,,3.0,1.0,Completed,2006,1.13,6.0,,,,,,,1.11,6.5,,,1.13,6.93,1.154,6.9,6725.0,684.0,1.14,6.5,,,,,,,,,
7,Delray Beach,International Championships,2006-02-05,International,Outdoor,Hard,The Final,3.0,Haas T.,Malisse X.,30,36,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2006,1.4,2.85,,,,,,,1.39,2.75,,,1.37,2.92,1.403,3.28,940.0,866.0,1.4,2.85,,,,,,,,,
8,Vina del Mar,Movistar Open,2006-02-05,International,Outdoor,Clay,The Final,3.0,Acasuso J.,Massu N.,46,69,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2006,2.1,1.7,,,,,,,2.1,1.66,,,2.0,1.75,2.16,1.794,768.0,570.0,2.1,1.7,,,,,,,,,
9,Zagreb,PBZ Zagreb Indoors,2006-02-05,International,Indoor,Carpet,The Final,3.0,Ljubicic I.,Koubek S.,5,179,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2006,1.13,5.65,,,,,,,1.14,5.0,,,1.15,5.2,1.154,6.9,2395.0,215.0,1.14,5.2,,,,,,,,,
10,Buenos Aires,Copa Telmex,2006-02-19,International,Outdoor,Clay,The Final,3.0,Moya C.,Volandri F.,34,33,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2006,1.53,2.5,,,,,,,1.53,2.37,,,1.6,2.25,1.613,2.53,870.0,871.0,1.58,2.34,,,,,,,,,
11,Marseille,Open 13,2006-02-19,International,Indoor,Hard,The Final,3.0,Clement A.,Ancic M.,65,21,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2006,3.1,1.37,,,,,,,3.0,1.36,,,3.1,1.35,2.96,1.463,576.0,1390.0,3.1,1.35,,,,,,,,,
12,San Jose,SAP Open,2006-02-20,International,Indoor,Hard,The Final,3.0,Murray A.,Hewitt L.,60,11,2.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,2006,3.1,1.37,,,,,,,2.62,1.44,,,3.15,1.35,3.15,1.426,593.0,1665.0,3.3,1.32,,,,,,,,,
13,Costa Do Sauipe,Brasil Open,2006-02-25,International,Outdoor,Clay,The Final,3.0,Massu N.,Martin A.,55,68,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2006,1.73,2.1,,,,,,,1.61,2.2,,,1.65,2.15,1.685,2.36,670.0,561.0,1.7,2.1,,,,,,,,,
14,Memphis,Regions Morgan Keegan Championships,2006-02-26,International Gold,Indoor,Hard,The Final,3.0,Haas T.,Soderling R.,30,87,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2006,1.53,2.45,,,,,,,1.5,2.5,,,1.58,2.28,1.559,2.69,970.0,440.0,1.5,2.5,,,,,,,,,
15,Rotterdam,ABN AMRO World Tennis Tournament,2006-02-26,International Gold,Indoor,Hard,The Final,3.0,Stepanek R.,Rochus C.,23,52,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2006,1.3,3.5,,,,,,,1.3,3.39,,,1.32,3.22,1.328,3.75,1355.0,716.0,1.29,3.4,,,,,,,,,
16,Acapulco,Abierto Mexicano,2006-03-05,International Gold,Outdoor,Clay,The Final,3.0,Horna L.,Chela J.I.,68,45,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2006,2.15,1.67,,,,,,,2.25,1.57,,,2.15,1.65,2.21,1.763,562.0,795.0,2.26,1.6,,,,,,,,,
17,Dubai ,Dubai Tennis Championships,2006-03-04,International Gold,Outdoor,Hard,The Final,3.0,Nadal R.,Federer R.,2,1,2.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2006,3.7,1.28,,,,,,,3.75,1.25,,,3.35,1.3,3.65,1.351,4455.0,6725.0,3.65,1.26,,,,,,,,,
18,Las Vegas,Channel Open,2006-03-05,International,Outdoor,Hard,The Final,3.0,Blake J.,Hewitt L.,21,10,7.0,5.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2006,2.3,1.6,,,,,,,2.37,1.53,,,2.25,1.6,2.31,1.709,1405.0,1785.0,2.38,1.56,,,,,,,,,
19,Indian Wells,Pacific Life Open,2006-03-20,Masters,Outdoor,Hard,The Final,5.0,Federer R.,Blake J.,1,14,7.0,5.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,2006,1.2,4.55,,,,,,,1.2,4.33,,,1.17,4.67,1.234,4.88,6935.0,1565.0,1.16,5.0,,,,,,,,,
20,Miami,NASDAQ-100 Open,2006-04-02,Masters,Outdoor,Hard,The Final,5.0,Federer R.,Ljubicic I.,1,6,7.0,6.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,2006,1.1,6.6,,,,,,,1.1,7.0,,,1.1,7.25,1.13,8.0,6935.0,2295.0,1.09,7.6,,,,,,,,,
21,Houston,U.S. Men's Clay Court Championships,2006-04-16,International,Outdoor,Clay,The Final,3.0,Fish M.,Melzer J.,212,72,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2006,2.25,1.6,,,,,,,2.2,1.61,,,2.3,1.6,2.45,1.65,180.0,520.0,2.33,1.57,,,,,,,,,
22,Valencia,Open de Tenis Comunidad Valenciana,2006-04-16,International,Outdoor,Clay,The Final,3.0,Almagro N.,Simon G.,77,86,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2006,1.46,2.65,,,,,,,1.5,2.5,,,1.45,2.6,1.481,2.88,497.0,455.0,1.5,2.5,,,,,,,,,
23,Monte Carlo,Monte Carlo Masters,2006-04-23,Masters,Outdoor,Clay,The Final,5.0,Nadal R.,Federer R.,2,1,6.0,2.0,6.0,7.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,2006,2.0,1.81,,,,,,,2.1,1.72,,,1.95,1.8,2.08,1.847,4135.0,6810.0,1.98,1.86,,,,,,,,,
24,Barcelona,Open Seat Godo,2006-04-30,International Gold,Outdoor,Clay,The Final,5.0,Nadal R.,Robredo T.,2,15,6.0,4.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,2006,1.08,7.25,,,,,,,1.07,7.5,,,1.13,5.5,1.123,8.3,4335.0,1525.0,1.09,6.8,,,,,,,,,
25,Casablanca,Grand Prix Hassan II,2006-04-30,International,Outdoor,Clay,The Final,3.0,Bracciali D.,Massu N.,68,37,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2006,4.1,1.22,,,,,,,4.0,1.22,,,3.9,1.25,4.11,1.293,589.0,865.0,3.7,1.26,,,,,,,,,
26,Estoril ,Estoril Open,2006-05-07,International,Outdoor,Clay,The Final,3.0,Nalbandian D.,Davydenko N.,4,6,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2006,1.57,2.35,,,,,,,1.61,2.2,,,1.65,2.15,1.629,2.49,2650.0,2360.0,1.62,2.22,,,,,,,,,
27,Munich,BMW Open,2006-05-07,International,Outdoor,Clay,The Final,3.0,Rochus O.,Vliegen K.,30,50,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2006,1.88,1.88,,,,,,,1.9,1.8,,,1.9,1.85,2.05,1.87,980.0,753.0,1.9,1.85,,,,,,,,,
28,Rome,Campionati Internazional d'Italia,2006-05-14,Masters,Outdoor,Clay,The Final,5.0,Nadal R.,Federer R.,2,1,6.0,7.0,7.0,6.0,6.0,4.0,2.0,6.0,7.0,6.0,3.0,2.0,Completed,2006,1.45,2.75,,,,,,,1.44,2.75,,,1.41,2.93,1.455,3.0,4135.0,7160.0,1.45,2.75,,,,,,,,,
29,Hamburg,Hamburg TMS,2006-05-21,Masters,Outdoor,Clay,The Final,5.0,Robredo T.,Stepanek R.,12,16,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,2006,1.4,2.95,,,,,,,1.44,2.75,,,1.42,2.75,1.413,3.22,1560.0,1460.0,1.4,2.9,,,,,,,,,
30,Portschach,Hypo Group Tennis International,2006-05-27,International,Outdoor,Clay,The Final,3.0,Davydenko N.,Pavel A.,6,111,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2006,1.16,5.0,,,,,,,1.16,4.5,,,1.17,4.67,1.154,6.9,127.0,53.0,1.13,5.5,,,,,,,,,
31,Paris,French Open,2006-06-11,Grand Slam,Outdoor,Clay,The Final,5.0,Nadal R.,Federer R.,2,1,1.0,6.0,6.0,1.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,2006,1.7,2.15,,,,,,,1.61,2.25,,,1.65,2.15,1.719,2.29,4545.0,7010.0,1.67,2.22,,,,,,,,,
